gid	ftype
Zm00001d042726	subgenome1_fractionated
Zm00001d042725	subgenome1_fractionated
Zm00001d042724	subgenome1_fractionated
Zm00001d042723	subgenome1_retained
Zm00001d042722	subgenome1_fractionated
Zm00001d042721	subgenome1_retained
Zm00001d042720	subgenome1_fractionated
Zm00001d042719	subgenome1_retained
Zm00001d042718	subgenome1_retained
Zm00001d042717	subgenome1_fractionated
Zm00001d042713	subgenome1_fractionated
Zm00001d042712	subgenome1_fractionated
Zm00001d042709	subgenome1_retained
Zm00001d042706	subgenome1_fractionated
Zm00001d042699	subgenome1_retained
Zm00001d042697	subgenome1_fractionated
Zm00001d042695	subgenome1_retained
Zm00001d042694	subgenome1_fractionated
Zm00001d042691	subgenome1_fractionated
Zm00001d042690	subgenome1_fractionated
Zm00001d042686	subgenome1_retained
Zm00001d042685	subgenome1_fractionated
Zm00001d042684	subgenome1_retained
Zm00001d042683	subgenome1_retained
Zm00001d042676	subgenome1_retained
Zm00001d042673	subgenome1_fractionated
Zm00001d042672	subgenome1_fractionated
Zm00001d042670	subgenome1_fractionated
Zm00001d042669	subgenome1_retained
Zm00001d042667	subgenome1_fractionated
Zm00001d042665	subgenome1_retained
Zm00001d042664	subgenome1_retained
Zm00001d042663	subgenome1_retained
Zm00001d042662	subgenome1_fractionated
Zm00001d042661	subgenome1_retained
Zm00001d042660	subgenome1_retained
Zm00001d042658	subgenome1_retained
Zm00001d042657	subgenome1_retained
Zm00001d042654	subgenome1_fractionated
Zm00001d042653	subgenome1_retained
Zm00001d042652	subgenome1_fractionated
Zm00001d042651	subgenome1_fractionated
Zm00001d042646	subgenome1_retained
Zm00001d042643	subgenome1_retained
Zm00001d042642	subgenome1_retained
Zm00001d042641	subgenome1_retained
Zm00001d042640	subgenome1_retained
Zm00001d042639	subgenome1_fractionated
Zm00001d042639	subgenome1_retained
Zm00001d042638	subgenome1_fractionated
Zm00001d042637	subgenome1_fractionated
Zm00001d042636	subgenome1_retained
Zm00001d042634	subgenome1_retained
Zm00001d042633	subgenome1_retained
Zm00001d042632	subgenome1_fractionated
Zm00001d042631	subgenome1_fractionated
Zm00001d042627	subgenome1_retained
Zm00001d042626	subgenome1_fractionated
Zm00001d042624	subgenome1_fractionated
Zm00001d042621	subgenome1_fractionated
Zm00001d042620	subgenome1_fractionated
Zm00001d042619	subgenome1_fractionated
Zm00001d042618	subgenome1_fractionated
Zm00001d042617	subgenome1_fractionated
Zm00001d042615	subgenome1_retained
Zm00001d042613	subgenome1_fractionated
Zm00001d042611	subgenome1_retained
Zm00001d042610	subgenome1_retained
Zm00001d042609	subgenome1_fractionated
Zm00001d042608	subgenome1_fractionated
Zm00001d042605	subgenome1_fractionated
Zm00001d042603	subgenome1_retained
Zm00001d042602	subgenome1_fractionated
Zm00001d042601	subgenome1_retained
Zm00001d042600	subgenome1_fractionated
Zm00001d042599	subgenome1_retained
Zm00001d042598	subgenome1_fractionated
Zm00001d042596	subgenome1_fractionated
Zm00001d042593	subgenome1_fractionated
Zm00001d042591	subgenome1_fractionated
Zm00001d042590	subgenome1_fractionated
Zm00001d042589	subgenome1_fractionated
Zm00001d042588	subgenome1_fractionated
Zm00001d042585	subgenome1_retained
Zm00001d042584	subgenome1_retained
Zm00001d042583	subgenome1_fractionated
Zm00001d042582	subgenome1_retained
Zm00001d042581	subgenome1_fractionated
Zm00001d042580	subgenome1_fractionated
Zm00001d042578	subgenome1_fractionated
Zm00001d042575	subgenome1_retained
Zm00001d042574	subgenome1_retained
Zm00001d042573	subgenome1_fractionated
Zm00001d042572	subgenome1_fractionated
Zm00001d042569	subgenome1_fractionated
Zm00001d042568	subgenome1_fractionated
Zm00001d042567	subgenome1_fractionated
Zm00001d042560	subgenome1_fractionated
Zm00001d042558	subgenome1_fractionated
Zm00001d042555	subgenome1_fractionated
Zm00001d042553	subgenome1_retained
Zm00001d042551	subgenome1_retained
Zm00001d042549	subgenome1_fractionated
Zm00001d042543	subgenome1_fractionated
Zm00001d042541	subgenome1_fractionated
Zm00001d042540	subgenome1_fractionated
Zm00001d042536	subgenome1_retained
Zm00001d042535	subgenome1_fractionated
Zm00001d042534	subgenome1_retained
Zm00001d042533	subgenome1_fractionated
Zm00001d042530	subgenome1_retained
Zm00001d042528	subgenome1_retained
Zm00001d042527	subgenome1_retained
Zm00001d042526	subgenome1_fractionated
Zm00001d042525	subgenome1_retained
Zm00001d042523	subgenome1_fractionated
Zm00001d042520	subgenome1_fractionated
Zm00001d042519	subgenome1_fractionated
Zm00001d042512	subgenome1_fractionated
Zm00001d042511	subgenome1_fractionated
Zm00001d042510	subgenome1_retained
Zm00001d042508	subgenome1_fractionated
Zm00001d042507	subgenome1_retained
Zm00001d042506	subgenome1_retained
Zm00001d042505	subgenome1_retained
Zm00001d042504	subgenome1_fractionated
Zm00001d042503	subgenome1_retained
Zm00001d042500	subgenome1_fractionated
Zm00001d042499	subgenome1_fractionated
Zm00001d042498	subgenome1_fractionated
Zm00001d042494	subgenome1_fractionated
Zm00001d042493	subgenome1_fractionated
Zm00001d042492	subgenome1_fractionated
Zm00001d042490	subgenome1_fractionated
Zm00001d042487	subgenome1_fractionated
Zm00001d042486	subgenome1_retained
Zm00001d042482	subgenome1_fractionated
Zm00001d042481	subgenome1_fractionated
Zm00001d042480	subgenome1_retained
Zm00001d042479	subgenome1_retained
Zm00001d042478	subgenome1_fractionated
Zm00001d042476	subgenome1_retained
Zm00001d042475	subgenome1_fractionated
Zm00001d042474	subgenome1_retained
Zm00001d042473	subgenome1_retained
Zm00001d042472	subgenome1_fractionated
Zm00001d042470	subgenome1_retained
Zm00001d042469	subgenome1_fractionated
Zm00001d042468	subgenome1_fractionated
Zm00001d042464	subgenome1_fractionated
Zm00001d042463	subgenome1_retained
Zm00001d042461	subgenome1_fractionated
Zm00001d042460	subgenome1_fractionated
Zm00001d042455	subgenome1_fractionated
Zm00001d042454	subgenome1_fractionated
Zm00001d042453	subgenome1_retained
Zm00001d042452	subgenome1_retained
Zm00001d042451	subgenome1_fractionated
Zm00001d042450	subgenome1_fractionated
Zm00001d042449	subgenome1_retained
Zm00001d042448	subgenome1_retained
Zm00001d042447	subgenome1_retained
Zm00001d042446	subgenome1_retained
Zm00001d042445	subgenome1_fractionated
Zm00001d042444	subgenome1_retained
Zm00001d042443	subgenome1_fractionated
Zm00001d042441	subgenome1_retained
Zm00001d042438	subgenome1_fractionated
Zm00001d042437	subgenome1_retained
Zm00001d042436	subgenome1_fractionated
Zm00001d042435	subgenome1_fractionated
Zm00001d042434	subgenome1_retained
Zm00001d042433	subgenome1_retained
Zm00001d042432	subgenome1_fractionated
Zm00001d042427	subgenome1_fractionated
Zm00001d042426	subgenome1_fractionated
Zm00001d042425	subgenome1_fractionated
Zm00001d042421	subgenome1_fractionated
Zm00001d042420	subgenome1_retained
Zm00001d042416	subgenome1_fractionated
Zm00001d042398	subgenome1_retained
Zm00001d042397	subgenome1_fractionated
Zm00001d042396	subgenome1_fractionated
Zm00001d042395	subgenome1_fractionated
Zm00001d042394	subgenome1_retained
Zm00001d042393	subgenome1_fractionated
Zm00001d042389	subgenome1_retained
Zm00001d042388	subgenome1_fractionated
Zm00001d042380	subgenome1_retained
Zm00001d042386	subgenome1_fractionated
Zm00001d042383	subgenome1_retained
Zm00001d042382	subgenome1_retained
Zm00001d042381	subgenome1_retained
Zm00001d042378	subgenome1_fractionated
Zm00001d042376	subgenome1_retained
Zm00001d042373	subgenome1_retained
Zm00001d042372	subgenome1_retained
Zm00001d042371	subgenome1_retained
Zm00001d042370	subgenome1_retained
Zm00001d042367	subgenome1_retained
Zm00001d042366	subgenome1_fractionated
Zm00001d042365	subgenome1_fractionated
Zm00001d042363	subgenome1_retained
Zm00001d042362	subgenome1_retained
Zm00001d042361	subgenome1_retained
Zm00001d042359	subgenome1_retained
Zm00001d042357	subgenome1_retained
Zm00001d042355	subgenome1_fractionated
Zm00001d042353	subgenome1_retained
Zm00001d042350	subgenome1_retained
Zm00001d042349	subgenome1_retained
Zm00001d042346	subgenome1_fractionated
Zm00001d042345	subgenome1_fractionated
Zm00001d042344	subgenome1_retained
Zm00001d042343	subgenome1_fractionated
Zm00001d042341	subgenome1_retained
Zm00001d042340	subgenome1_retained
Zm00001d042338	subgenome1_retained
Zm00001d042337	subgenome1_retained
Zm00001d042336	subgenome1_retained
Zm00001d042335	subgenome1_fractionated
Zm00001d042333	subgenome1_fractionated
Zm00001d042331	subgenome1_retained
Zm00001d042329	subgenome1_retained
Zm00001d042328	subgenome1_retained
Zm00001d042325	subgenome1_fractionated
Zm00001d042319	subgenome1_retained
Zm00001d042317	subgenome1_fractionated
Zm00001d042315	subgenome1_fractionated
Zm00001d042314	subgenome1_retained
Zm00001d042313	subgenome1_fractionated
Zm00001d042312	subgenome1_retained
Zm00001d042310	subgenome1_retained
Zm00001d042309	subgenome1_retained
Zm00001d042308	subgenome1_retained
Zm00001d042307	subgenome1_retained
Zm00001d042306	subgenome1_fractionated
Zm00001d042305	subgenome1_retained
Zm00001d042303	subgenome1_retained
Zm00001d042293	subgenome1_fractionated
Zm00001d042302	subgenome1_retained
Zm00001d042292	subgenome1_retained
Zm00001d042291	subgenome1_retained
Zm00001d042290	subgenome1_retained
Zm00001d042289	subgenome1_fractionated
Zm00001d042288	subgenome1_retained
Zm00001d042287	subgenome1_fractionated
Zm00001d042286	subgenome1_retained
Zm00001d042285	subgenome1_retained
Zm00001d042284	subgenome1_fractionated
Zm00001d042282	subgenome1_retained
Zm00001d042281	subgenome1_retained
Zm00001d042279	subgenome1_retained
Zm00001d042276	subgenome1_retained
Zm00001d042275	subgenome1_fractionated
Zm00001d042274	subgenome1_fractionated
Zm00001d042272	subgenome1_retained
Zm00001d042271	subgenome1_fractionated
Zm00001d042270	subgenome1_retained
Zm00001d042269	subgenome1_fractionated
Zm00001d042268	subgenome1_fractionated
Zm00001d042267	subgenome1_retained
Zm00001d042266	subgenome1_retained
Zm00001d042264	subgenome1_fractionated
Zm00001d042263	subgenome1_fractionated
Zm00001d042262	subgenome1_fractionated
Zm00001d042259	subgenome1_retained
Zm00001d042258	subgenome1_retained
Zm00001d042257	subgenome1_fractionated
Zm00001d042256	subgenome1_fractionated
Zm00001d042250	subgenome1_retained
Zm00001d042245	subgenome1_retained
Zm00001d042244	subgenome1_fractionated
Zm00001d042243	subgenome1_fractionated
Zm00001d042241	subgenome1_fractionated
Zm00001d042239	subgenome1_retained
Zm00001d042237	subgenome1_retained
Zm00001d042234	subgenome1_retained
Zm00001d042229	subgenome1_fractionated
Zm00001d042226	subgenome1_fractionated
Zm00001d042225	subgenome1_fractionated
Zm00001d042217	subgenome1_fractionated
Zm00001d042216	subgenome1_fractionated
Zm00001d042215	subgenome1_retained
Zm00001d042214	subgenome1_retained
Zm00001d042213	subgenome1_retained
Zm00001d042212	subgenome1_fractionated
Zm00001d042211	subgenome1_fractionated
Zm00001d042210	subgenome1_retained
Zm00001d042209	subgenome1_retained
Zm00001d042207	subgenome1_retained
Zm00001d042202	subgenome1_fractionated
Zm00001d042200	subgenome1_fractionated
Zm00001d042197	subgenome1_retained
Zm00001d042196	subgenome1_retained
Zm00001d042193	subgenome1_fractionated
Zm00001d042192	subgenome1_fractionated
Zm00001d042189	subgenome1_retained
Zm00001d042191	subgenome1_fractionated
Zm00001d042185	subgenome1_retained
Zm00001d042187	subgenome1_fractionated
Zm00001d042184	subgenome1_fractionated
Zm00001d042183	subgenome1_fractionated
Zm00001d042182	subgenome1_fractionated
Zm00001d042180	subgenome1_retained
Zm00001d042179	subgenome1_retained
Zm00001d042178	subgenome1_fractionated
Zm00001d042169	subgenome1_retained
Zm00001d042168	subgenome1_retained
Zm00001d042160	subgenome1_fractionated
Zm00001d042164	subgenome1_retained
Zm00001d042158	subgenome1_fractionated
Zm00001d042152	subgenome1_fractionated
Zm00001d042150	subgenome1_retained
Zm00001d042148	subgenome1_retained
Zm00001d042146	subgenome1_retained
Zm00001d042144	subgenome1_retained
Zm00001d042143	subgenome1_retained
Zm00001d042142	subgenome1_fractionated
Zm00001d042141	subgenome1_retained
Zm00001d042140	subgenome1_retained
Zm00001d042138	subgenome1_retained
Zm00001d042137	subgenome1_fractionated
Zm00001d042135	subgenome1_fractionated
Zm00001d042136	subgenome1_fractionated
Zm00001d042134	subgenome1_fractionated
Zm00001d042133	subgenome1_retained
Zm00001d042132	subgenome1_fractionated
Zm00001d042131	subgenome1_fractionated
Zm00001d042130	subgenome1_fractionated
Zm00001d042128	subgenome1_fractionated
Zm00001d042127	subgenome1_retained
Zm00001d042123	subgenome1_fractionated
Zm00001d042118	subgenome1_retained
Zm00001d042117	subgenome1_fractionated
Zm00001d042116	subgenome1_fractionated
Zm00001d042114	subgenome1_retained
Zm00001d042111	subgenome1_retained
Zm00001d042108	subgenome1_fractionated
Zm00001d042107	subgenome1_fractionated
Zm00001d042102	subgenome1_fractionated
Zm00001d042104	subgenome1_fractionated
Zm00001d042099	subgenome1_fractionated
Zm00001d042098	subgenome1_fractionated
Zm00001d042096	subgenome1_fractionated
Zm00001d042095	subgenome1_fractionated
Zm00001d042094	subgenome1_retained
Zm00001d042093	subgenome1_retained
Zm00001d042092	subgenome1_fractionated
Zm00001d042091	subgenome1_fractionated
Zm00001d042088	subgenome1_retained
Zm00001d042087	subgenome1_fractionated
Zm00001d042084	subgenome1_retained
Zm00001d042082	subgenome1_retained
Zm00001d042080	subgenome1_fractionated
Zm00001d042074	subgenome1_retained
Zm00001d042066	subgenome1_fractionated
Zm00001d042064	subgenome1_fractionated
Zm00001d042063	subgenome1_fractionated
Zm00001d042062	subgenome1_retained
Zm00001d042061	subgenome1_retained
Zm00001d042060	subgenome1_fractionated
Zm00001d042059	subgenome1_fractionated
Zm00001d042057	subgenome1_fractionated
Zm00001d042056	subgenome1_retained
Zm00001d042055	subgenome1_retained
Zm00001d042054	subgenome1_fractionated
Zm00001d042049	subgenome1_retained
Zm00001d042050	subgenome1_fractionated
Zm00001d042051	subgenome1_retained
Zm00001d042052	subgenome1_retained
Zm00001d042045	subgenome1_fractionated
Zm00001d042044	subgenome1_fractionated
Zm00001d042043	subgenome1_fractionated
Zm00001d042042	subgenome1_retained
Zm00001d042040	subgenome1_retained
Zm00001d042039	subgenome1_fractionated
Zm00001d042035	subgenome1_fractionated
Zm00001d042034	subgenome1_fractionated
Zm00001d042033	subgenome1_fractionated
Zm00001d042030	subgenome1_fractionated
Zm00001d042028	subgenome1_fractionated
Zm00001d042027	subgenome1_fractionated
Zm00001d042026	subgenome1_retained
Zm00001d042025	subgenome1_fractionated
Zm00001d042024	subgenome1_fractionated
Zm00001d042023	subgenome1_retained
Zm00001d042022	subgenome1_fractionated
Zm00001d042019	subgenome1_fractionated
Zm00001d042018	subgenome1_fractionated
Zm00001d042017	subgenome1_fractionated
Zm00001d042016	subgenome1_retained
Zm00001d042014	subgenome1_retained
Zm00001d042013	subgenome1_fractionated
Zm00001d042011	subgenome1_fractionated
Zm00001d042008	subgenome1_fractionated
Zm00001d042007	subgenome1_fractionated
Zm00001d042005	subgenome1_retained
Zm00001d042003	subgenome1_fractionated
Zm00001d041998	subgenome1_fractionated
Zm00001d041995	subgenome1_retained
Zm00001d041994	subgenome1_fractionated
Zm00001d041993	subgenome1_retained
Zm00001d041991	subgenome1_fractionated
Zm00001d041990	subgenome1_fractionated
Zm00001d041989	subgenome1_fractionated
Zm00001d041988	subgenome1_fractionated
Zm00001d041984	subgenome1_retained
Zm00001d041987	subgenome1_retained
Zm00001d041985	subgenome1_retained
Zm00001d041983	subgenome1_fractionated
Zm00001d041982	subgenome1_fractionated
Zm00001d041981	subgenome1_fractionated
Zm00001d041979	subgenome1_fractionated
Zm00001d041973	subgenome1_fractionated
Zm00001d041972	subgenome1_fractionated
Zm00001d041969	subgenome1_fractionated
Zm00001d041968	subgenome1_retained
Zm00001d041965	subgenome1_fractionated
Zm00001d041964	subgenome1_fractionated
Zm00001d041963	subgenome1_retained
Zm00001d041962	subgenome1_fractionated
Zm00001d041961	subgenome1_fractionated
Zm00001d041959	subgenome1_fractionated
Zm00001d041958	subgenome1_fractionated
Zm00001d041957	subgenome1_retained
Zm00001d041956	subgenome1_retained
Zm00001d041954	subgenome1_retained
Zm00001d041953	subgenome1_fractionated
Zm00001d041951	subgenome1_fractionated
Zm00001d041950	subgenome1_fractionated
Zm00001d041949	subgenome1_fractionated
Zm00001d041948	subgenome1_fractionated
Zm00001d041947	subgenome1_fractionated
Zm00001d041944	subgenome1_retained
Zm00001d041941	subgenome1_fractionated
Zm00001d041940	subgenome1_retained
Zm00001d014912	subgenome1_retained
Zm00001d014914	subgenome1_fractionated
Zm00001d014917	subgenome1_fractionated
Zm00001d014918	subgenome1_fractionated
Zm00001d014919	subgenome1_fractionated
Zm00001d014920	subgenome1_retained
Zm00001d014928	subgenome1_retained
Zm00001d014926	subgenome1_fractionated
Zm00001d014925	subgenome1_fractionated
Zm00001d014924	subgenome1_fractionated
Zm00001d014931	subgenome1_retained
Zm00001d014932	subgenome1_retained
Zm00001d014933	subgenome1_retained
Zm00001d014937	subgenome1_fractionated
Zm00001d014938	subgenome1_retained
Zm00001d014943	subgenome1_retained
Zm00001d014944	subgenome1_fractionated
Zm00001d014945	subgenome1_fractionated
Zm00001d014946	subgenome1_fractionated
Zm00001d014947	subgenome1_retained
Zm00001d014948	subgenome1_fractionated
Zm00001d014949	subgenome1_retained
Zm00001d014950	subgenome1_retained
Zm00001d014951	subgenome1_fractionated
Zm00001d014952	subgenome1_retained
Zm00001d014958	subgenome1_retained
Zm00001d014953	subgenome1_fractionated
Zm00001d014957	subgenome1_fractionated
Zm00001d014960	subgenome1_fractionated
Zm00001d014961	subgenome1_retained
Zm00001d014962	subgenome1_fractionated
Zm00001d014963	subgenome1_fractionated
Zm00001d014965	subgenome1_retained
Zm00001d014966	subgenome1_fractionated
Zm00001d014971	subgenome1_retained
Zm00001d014967	subgenome1_fractionated
Zm00001d014969	subgenome1_retained
Zm00001d014971	subgenome1_fractionated
Zm00001d014972	subgenome1_fractionated
Zm00001d014976	subgenome1_retained
Zm00001d014977	subgenome1_retained
Zm00001d014983	subgenome1_fractionated
Zm00001d014984	subgenome1_fractionated
Zm00001d014986	subgenome1_fractionated
Zm00001d014988	subgenome1_retained
Zm00001d014989	subgenome1_fractionated
Zm00001d014990	subgenome1_fractionated
Zm00001d014991	subgenome1_fractionated
Zm00001d014992	subgenome1_fractionated
Zm00001d014993	subgenome1_retained
Zm00001d014994	subgenome1_retained
Zm00001d014995	subgenome1_retained
Zm00001d014996	subgenome1_retained
Zm00001d014998	subgenome1_fractionated
Zm00001d015004	subgenome1_fractionated
Zm00001d015006	subgenome1_retained
Zm00001d015007	subgenome1_retained
Zm00001d015008	subgenome1_fractionated
Zm00001d015009	subgenome1_fractionated
Zm00001d015010	subgenome1_fractionated
Zm00001d015012	subgenome1_retained
Zm00001d015014	subgenome1_fractionated
Zm00001d015018	subgenome1_fractionated
Zm00001d015019	subgenome1_fractionated
Zm00001d015020	subgenome1_fractionated
Zm00001d015025	subgenome1_fractionated
Zm00001d015026	subgenome1_fractionated
Zm00001d015029	subgenome1_fractionated
Zm00001d015030	subgenome1_retained
Zm00001d015031	subgenome1_fractionated
Zm00001d015032	subgenome1_fractionated
Zm00001d015033	subgenome1_fractionated
Zm00001d015024	subgenome1_retained
Zm00001d015028	subgenome1_retained
Zm00001d015036	subgenome1_retained
Zm00001d015037	subgenome1_retained
Zm00001d015040	subgenome1_retained
Zm00001d015053	subgenome1_retained
Zm00001d015052	subgenome1_fractionated
Zm00001d015058	subgenome1_retained
Zm00001d015059	subgenome1_fractionated
Zm00001d015060	subgenome1_fractionated
Zm00001d015061	subgenome1_retained
Zm00001d015064	subgenome1_fractionated
Zm00001d015065	subgenome1_fractionated
Zm00001d015067	subgenome1_fractionated
Zm00001d015076	subgenome1_retained
Zm00001d015075	subgenome1_retained
Zm00001d015077	subgenome1_retained
Zm00001d015068	subgenome1_retained
Zm00001d015079	subgenome1_retained
Zm00001d015082	subgenome1_fractionated
Zm00001d015084	subgenome1_retained
Zm00001d015085	subgenome1_fractionated
Zm00001d015086	subgenome1_fractionated
Zm00001d015088	subgenome1_retained
Zm00001d015090	subgenome1_fractionated
Zm00001d015091	subgenome1_retained
Zm00001d015092	subgenome1_fractionated
Zm00001d015093	subgenome1_fractionated
Zm00001d015094	subgenome1_fractionated
Zm00001d015095	subgenome1_retained
Zm00001d015096	subgenome1_retained
Zm00001d015100	subgenome1_fractionated
Zm00001d015101	subgenome1_fractionated
Zm00001d015102	subgenome1_fractionated
Zm00001d015103	subgenome1_retained
Zm00001d015114	subgenome1_fractionated
Zm00001d015115	subgenome1_fractionated
Zm00001d015116	subgenome1_retained
Zm00001d015118	subgenome1_retained
Zm00001d015123	subgenome1_fractionated
Zm00001d015121	subgenome1_fractionated
Zm00001d015120	subgenome1_retained
Zm00001d015124	subgenome1_fractionated
Zm00001d015125	subgenome1_retained
Zm00001d015126	subgenome1_fractionated
Zm00001d015127	subgenome1_retained
Zm00001d015129	subgenome1_fractionated
Zm00001d015130	subgenome1_fractionated
Zm00001d015131	subgenome1_fractionated
Zm00001d015132	subgenome1_fractionated
Zm00001d015133	subgenome1_fractionated
Zm00001d015134	subgenome1_retained
Zm00001d015135	subgenome1_retained
Zm00001d015138	subgenome1_fractionated
Zm00001d015140	subgenome1_fractionated
Zm00001d015141	subgenome1_retained
Zm00001d015142	subgenome1_fractionated
Zm00001d015156	subgenome1_retained
Zm00001d015148	subgenome1_retained
Zm00001d015151	subgenome1_fractionated
Zm00001d015152	subgenome1_fractionated
Zm00001d015153	subgenome1_retained
Zm00001d015163	subgenome1_fractionated
Zm00001d015164	subgenome1_fractionated
Zm00001d015174	subgenome1_retained
Zm00001d015175	subgenome1_retained
Zm00001d015180	subgenome1_fractionated
Zm00001d015181	subgenome1_fractionated
Zm00001d015182	subgenome1_fractionated
Zm00001d015183	subgenome1_fractionated
Zm00001d015184	subgenome1_retained
Zm00001d015186	subgenome1_retained
Zm00001d015194	subgenome1_fractionated
Zm00001d015195	subgenome1_fractionated
Zm00001d015196	subgenome1_fractionated
Zm00001d015197	subgenome1_fractionated
Zm00001d015198	subgenome1_fractionated
Zm00001d015200	subgenome1_fractionated
Zm00001d015201	subgenome1_fractionated
Zm00001d015202	subgenome1_fractionated
Zm00001d015203	subgenome1_fractionated
Zm00001d015204	subgenome1_fractionated
Zm00001d015205	subgenome1_retained
Zm00001d015208	subgenome1_fractionated
Zm00001d015209	subgenome1_retained
Zm00001d015210	subgenome1_fractionated
Zm00001d015211	subgenome1_fractionated
Zm00001d015212	subgenome1_fractionated
Zm00001d015213	subgenome1_fractionated
Zm00001d015215	subgenome1_fractionated
Zm00001d015217	subgenome1_fractionated
Zm00001d015225	subgenome1_fractionated
Zm00001d015226	subgenome1_fractionated
Zm00001d015227	subgenome1_fractionated
Zm00001d015229	subgenome1_retained
Zm00001d015231	subgenome1_fractionated
Zm00001d015233	subgenome1_retained
Zm00001d015234	subgenome1_retained
Zm00001d015239	subgenome1_retained
Zm00001d015242	subgenome1_fractionated
Zm00001d015243	subgenome1_fractionated
Zm00001d015245	subgenome1_fractionated
Zm00001d015246	subgenome1_fractionated
Zm00001d015247	subgenome1_retained
Zm00001d015248	subgenome1_retained
Zm00001d015249	subgenome1_fractionated
Zm00001d015251	subgenome1_fractionated
Zm00001d015259	subgenome1_retained
Zm00001d015260	subgenome1_fractionated
Zm00001d015265	subgenome1_fractionated
Zm00001d015268	subgenome1_retained
Zm00001d015269	subgenome1_fractionated
Zm00001d015272	subgenome1_fractionated
Zm00001d015274	subgenome1_fractionated
Zm00001d015275	subgenome1_fractionated
Zm00001d015276	subgenome1_fractionated
Zm00001d015277	subgenome1_fractionated
Zm00001d015279	subgenome1_fractionated
Zm00001d015282	subgenome1_fractionated
Zm00001d015284	subgenome1_fractionated
Zm00001d015289	subgenome1_fractionated
Zm00001d015290	subgenome1_fractionated
Zm00001d015291	subgenome1_retained
Zm00001d015292	subgenome1_fractionated
Zm00001d015298	subgenome1_retained
Zm00001d015293	subgenome1_retained
Zm00001d015299	subgenome1_fractionated
Zm00001d015297	subgenome1_fractionated
Zm00001d015300	subgenome1_retained
Zm00001d015301	subgenome1_retained
Zm00001d015306	subgenome1_retained
Zm00001d015307	subgenome1_fractionated
Zm00001d015308	subgenome1_fractionated
Zm00001d015309	subgenome1_fractionated
Zm00001d015310	subgenome1_fractionated
Zm00001d015311	subgenome1_fractionated
Zm00001d015313	subgenome1_fractionated
Zm00001d015314	subgenome1_fractionated
Zm00001d015319	subgenome1_retained
Zm00001d015325	subgenome1_fractionated
Zm00001d015326	subgenome1_fractionated
Zm00001d015327	subgenome1_retained
Zm00001d015329	subgenome1_fractionated
Zm00001d015334	subgenome1_retained
Zm00001d015331	subgenome1_retained
Zm00001d015330	subgenome1_retained
Zm00001d015338	subgenome1_retained
Zm00001d015339	subgenome1_fractionated
Zm00001d015342	subgenome1_fractionated
Zm00001d015344	subgenome1_fractionated
Zm00001d015345	subgenome1_retained
Zm00001d015346	subgenome1_fractionated
Zm00001d015347	subgenome1_fractionated
Zm00001d015348	subgenome1_fractionated
Zm00001d015354	subgenome1_retained
Zm00001d015355	subgenome1_fractionated
Zm00001d015356	subgenome1_fractionated
Zm00001d015361	subgenome1_fractionated
Zm00001d015362	subgenome1_fractionated
Zm00001d015363	subgenome1_fractionated
Zm00001d015364	subgenome1_fractionated
Zm00001d015366	subgenome1_retained
Zm00001d015367	subgenome1_fractionated
Zm00001d015374	subgenome1_fractionated
Zm00001d015375	subgenome1_fractionated
Zm00001d015376	subgenome1_fractionated
Zm00001d015377	subgenome1_retained
Zm00001d015378	subgenome1_retained
Zm00001d015379	subgenome1_fractionated
Zm00001d015381	subgenome1_fractionated
Zm00001d015382	subgenome1_fractionated
Zm00001d015383	subgenome1_retained
Zm00001d015384	subgenome1_fractionated
Zm00001d015385	subgenome1_fractionated
Zm00001d015386	subgenome1_fractionated
Zm00001d015389	subgenome1_fractionated
Zm00001d015394	subgenome1_fractionated
Zm00001d015395	subgenome1_fractionated
Zm00001d015397	subgenome1_retained
Zm00001d015399	subgenome1_fractionated
Zm00001d015400	subgenome1_fractionated
Zm00001d015401	subgenome1_retained
Zm00001d015406	subgenome1_retained
Zm00001d015407	subgenome1_fractionated
Zm00001d015410	subgenome1_retained
Zm00001d015412	subgenome1_fractionated
Zm00001d015414	subgenome1_retained
Zm00001d015415	subgenome1_fractionated
Zm00001d015420	subgenome1_fractionated
Zm00001d015421	subgenome1_fractionated
Zm00001d015426	subgenome1_retained
Zm00001d015429	subgenome1_retained
Zm00001d015430	subgenome1_fractionated
Zm00001d015431	subgenome1_fractionated
Zm00001d015433	subgenome1_retained
Zm00001d015434	subgenome1_fractionated
Zm00001d015435	subgenome1_retained
Zm00001d015440	subgenome1_retained
Zm00001d015442	subgenome1_fractionated
Zm00001d015446	subgenome1_fractionated
Zm00001d015448	subgenome1_fractionated
Zm00001d015449	subgenome1_fractionated
Zm00001d015450	subgenome1_fractionated
Zm00001d015451	subgenome1_retained
Zm00001d015457	subgenome1_fractionated
Zm00001d015461	subgenome1_retained
Zm00001d015460	subgenome1_retained
Zm00001d015459	subgenome1_fractionated
Zm00001d015463	subgenome1_fractionated
Zm00001d015464	subgenome1_retained
Zm00001d015468	subgenome1_fractionated
Zm00001d015469	subgenome1_fractionated
Zm00001d015470	subgenome1_retained
Zm00001d015473	subgenome1_retained
Zm00001d015474	subgenome1_retained
Zm00001d015475	subgenome1_retained
Zm00001d015476	subgenome1_fractionated
Zm00001d015477	subgenome1_fractionated
Zm00001d015484	subgenome1_fractionated
Zm00001d015485	subgenome1_fractionated
Zm00001d015491	subgenome1_retained
